Tweet,Sentimen,Emosi,clean,tokens,filtered,stemmed,final_text
"Kita lihat 14 hari ke depan,jika satu orang saja ada yg kena covid maka semua orang yg ada di situ harus Jadi ODP,karantina,isolasi.",1.0,1,kita lihat  hari ke depanjika satu orang saja ada yg kena covid maka semua orang yg ada di situ harus jadi odpkarantinaisolasi,"['kita', 'lihat', 'hari', 'ke', 'depanjika', 'satu', 'orang', 'saja', 'ada', 'yg', 'kena', 'covid', 'maka', 'semua', 'orang', 'yg', 'ada', 'di', 'situ', 'harus', 'jadi', 'odpkarantinaisolasi']","['lihat', 'depanjika', 'orang', 'yg', 'kena', 'covid', 'orang', 'yg', 'situ', 'odpkarantinaisolasi']","['lihat', 'depanjika', 'orang', 'yg', 'kena', 'covid', 'orang', 'yg', 'situ', 'odpkarantinaisolasi']",lihat depanjika orang yg kena covid orang yg situ odpkarantinaisolasi
"Sebagai penghormatan kepada leluhur Jepara, ritual setahun sekali ini tetap kita lakukan tentu dengan memperhatikan protokol kesehatan untuk pencegahan Covid-19 ini.",1.0,1,sebagai penghormatan kepada leluhur jepara ritual setahun sekali ini tetap kita lakukan tentu dengan memperhatikan protokol kesehatan untuk pencegahan covid ini,"['sebagai', 'penghormatan', 'kepada', 'leluhur', 'jepara', 'ritual', 'setahun', 'sekali', 'ini', 'tetap', 'kita', 'lakukan', 'tentu', 'dengan', 'memperhatikan', 'protokol', 'kesehatan', 'untuk', 'pencegahan', 'covid', 'ini']","['penghormatan', 'leluhur', 'jepara', 'ritual', 'setahun', 'lakukan', 'memperhatikan', 'protokol', 'kesehatan', 'pencegahan', 'covid']","['hormat', 'leluhur', 'jepara', 'ritual', 'tahun', 'laku', 'perhati', 'protokol', 'sehat', 'cegah', 'covid']",hormat leluhur jepara ritual tahun laku perhati protokol sehat cegah covid
"Beliau membuat rilis di YouTube pribadinya bahwa ia positif Covid 19. Salut untuk pilihan memberikan klarifikasi dengan begitu kuat dan berani. Ini menunjukan sebuah harapan, alih-alih putus asa dan terpuruk.",0.0,-1,beliau membuat rilis di youtube pribadinya bahwa ia positif covid  salut untuk pilihan memberikan klarifikasi dengan begitu kuat dan berani ini menunjukan sebuah harapan alihalih putus asa dan terpuruk,"['beliau', 'membuat', 'rilis', 'di', 'youtube', 'pribadinya', 'bahwa', 'ia', 'positif', 'covid', 'salut', 'untuk', 'pilihan', 'memberikan', 'klarifikasi', 'dengan', 'begitu', 'kuat', 'dan', 'berani', 'ini', 'menunjukan', 'sebuah', 'harapan', 'alihalih', 'putus', 'asa', 'dan', 'terpuruk']","['beliau', 'rilis', 'youtube', 'pribadinya', 'positif', 'covid', 'salut', 'pilihan', 'klarifikasi', 'kuat', 'berani', 'menunjukan', 'harapan', 'alihalih', 'putus', 'asa', 'terpuruk']","['beliau', 'rilis', 'youtube', 'pribadi', 'positif', 'covid', 'salut', 'pilih', 'klarifikasi', 'kuat', 'berani', 'tunjuk', 'harap', 'alihalih', 'putus', 'asa', 'puruk']",beliau rilis youtube pribadi positif covid salut pilih klarifikasi kuat berani tunjuk harap alihalih putus asa puruk
sanes na laukdaun. ke we lamun tos beres covid-19 na wkwk,0.0,1,sanes na laukdaun ke we lamun tos beres covid na wkwk,"['sanes', 'na', 'laukdaun', 'ke', 'we', 'lamun', 'tos', 'beres', 'covid', 'na', 'wkwk']","['sanes', 'na', 'laukdaun', 'we', 'lamun', 'tos', 'beres', 'covid', 'na', 'wkwk']","['sanes', 'na', 'laukdaun', 'we', 'lamun', 'tos', 'beres', 'covid', 'na', 'wkwk']",sanes na laukdaun we lamun tos beres covid na wkwk
"Tak lama lagi juru bicara umumkan, ""...dan nominasi penghargaan Covid-19 berasal dari satu cluster, disebar diterima dari Kober.... adalah .........""Penonton terdiam melihat panggung berderet peti mayat berbungkus plastik transparan.",-1.0,-1,tak lama lagi juru bicara umumkan dan nominasi penghargaan covid berasal dari satu cluster disebar diterima dari kober adalah penonton terdiam melihat panggung berderet peti mayat berbungkus plastik transparan,"['tak', 'lama', 'lagi', 'juru', 'bicara', 'umumkan', 'dan', 'nominasi', 'penghargaan', 'covid', 'berasal', 'dari', 'satu', 'cluster', 'disebar', 'diterima', 'dari', 'kober', 'adalah', 'penonton', 'terdiam', 'melihat', 'panggung', 'berderet', 'peti', 'mayat', 'berbungkus', 'plastik', 'transparan']","['juru', 'bicara', 'umumkan', 'nominasi', 'penghargaan', 'covid', 'berasal', 'cluster', 'disebar', 'diterima', 'kober', 'penonton', 'terdiam', 'panggung', 'berderet', 'peti', 'mayat', 'berbungkus', 'plastik', 'transparan']","['juru', 'bicara', 'umum', 'nominasi', 'harga', 'covid', 'asal', 'cluster', 'sebar', 'terima', 'kober', 'tonton', 'diam', 'panggung', 'deret', 'peti', 'mayat', 'bungkus', 'plastik', 'transparan']",juru bicara umum nominasi harga covid asal cluster sebar terima kober tonton diam panggung deret peti mayat bungkus plastik transparan
Klo ngikutin twitnya di elisa..dia pernah loh iseng ngitung selisih antara data pemprov sama gugus covid..hasilnya pemrov yg meninggal 144 gugus covid 114.. Ya Allah kebayang sebenarnya bagaimana..,0.0,1,klo ngikutin twitnya di elisadia pernah loh iseng ngitung selisih antara data pemprov sama gugus covidhasilnya pemrov yg meninggal  gugus covid  ya allah kebayang sebenarnya bagaimana,"['klo', 'ngikutin', 'twitnya', 'di', 'elisadia', 'pernah', 'loh', 'iseng', 'ngitung', 'selisih', 'antara', 'data', 'pemprov', 'sama', 'gugus', 'covidhasilnya', 'pemrov', 'yg', 'meninggal', 'gugus', 'covid', 'ya', 'allah', 'kebayang', 'sebenarnya', 'bagaimana']","['klo', 'ngikutin', 'twitnya', 'elisadia', 'loh', 'iseng', 'ngitung', 'selisih', 'data', 'pemprov', 'gugus', 'covidhasilnya', 'pemrov', 'yg', 'meninggal', 'gugus', 'covid', 'ya', 'allah', 'kebayang']","['klo', 'ngikutin', 'twitnya', 'elisadia', 'loh', 'iseng', 'ngitung', 'selisih', 'data', 'pemprov', 'gugus', 'covidhasilnya', 'pemrov', 'yg', 'tinggal', 'gugus', 'covid', 'ya', 'allah', 'bayang']",klo ngikutin twitnya elisadia loh iseng ngitung selisih data pemprov gugus covidhasilnya pemrov yg tinggal gugus covid ya allah bayang
"Kirain PSPB ternyata PSBB, udah mikir covid dilawan pake pelajaran sejarah aja",0.0,1,kirain pspb ternyata psbb udah mikir covid dilawan pake pelajaran sejarah aja,"['kirain', 'pspb', 'ternyata', 'psbb', 'udah', 'mikir', 'covid', 'dilawan', 'pake', 'pelajaran', 'sejarah', 'aja']","['kirain', 'pspb', 'psbb', 'udah', 'mikir', 'covid', 'dilawan', 'pake', 'pelajaran', 'sejarah', 'aja']","['kirain', 'pspb', 'psbb', 'udah', 'mikir', 'covid', 'lawan', 'pake', 'ajar', 'sejarah', 'aja']",kirain pspb psbb udah mikir covid lawan pake ajar sejarah aja
"Putus Penyebaran Covid-19. Polsek Jatikalen memberikan Himbuan kepada warga masyarakat untuk lindungi diri sendiri dan keluarga dengan berada di rumah sajaTidak Mudik, Tidak Piknik dan Tidak Panik",1.0,1,putus penyebaran covid polsek jatikalen memberikan himbuan kepada warga masyarakat untuk lindungi diri sendiri dan keluarga dengan berada di rumah sajatidak mudik tidak piknik dan tidak panik,"['putus', 'penyebaran', 'covid', 'polsek', 'jatikalen', 'memberikan', 'himbuan', 'kepada', 'warga', 'masyarakat', 'untuk', 'lindungi', 'diri', 'sendiri', 'dan', 'keluarga', 'dengan', 'berada', 'di', 'rumah', 'sajatidak', 'mudik', 'tidak', 'piknik', 'dan', 'tidak', 'panik']","['putus', 'penyebaran', 'covid', 'polsek', 'jatikalen', 'himbuan', 'warga', 'masyarakat', 'lindungi', 'keluarga', 'rumah', 'sajatidak', 'mudik', 'piknik', 'panik']","['putus', 'sebar', 'covid', 'polsek', 'jatikalen', 'himbuan', 'warga', 'masyarakat', 'lindung', 'keluarga', 'rumah', 'sajatidak', 'mudik', 'piknik', 'panik']",putus sebar covid polsek jatikalen himbuan warga masyarakat lindung keluarga rumah sajatidak mudik piknik panik
"Yaa Allaah,Bimbinglah kami dengan CahayaMU menujuMU, dan jadikanlah kami Berdiri tegak dalam penghambaan sejati di hadapanMU.Yaa Robb,Lindungi &amp; selamatkanlah kami dari Akhlah tercela& tipu daya Nafsu yg hina &amp; tercela.Smg Covid-19 ini segera Engkau angkat dr negeri ini.",1.0,-1,yaa allaahbimbinglah kami dengan cahayamu menujumu dan jadikanlah kami berdiri tegak dalam penghambaan sejati di hadapanmuyaa robblindungi amp selamatkanlah kami dari akhlah tercela tipu daya nafsu yg hina amp tercelasmg covid ini segera engkau angkat dr negeri ini,"['yaa', 'allaahbimbinglah', 'kami', 'dengan', 'cahayamu', 'menujumu', 'dan', 'jadikanlah', 'kami', 'berdiri', 'tegak', 'dalam', 'penghambaan', 'sejati', 'di', 'hadapanmuyaa', 'robblindungi', 'amp', 'selamatkanlah', 'kami', 'dari', 'akhlah', 'tercela', 'tipu', 'daya', 'nafsu', 'yg', 'hina', 'amp', 'tercelasmg', 'covid', 'ini', 'segera', 'engkau', 'angkat', 'dr', 'negeri', 'ini']","['yaa', 'allaahbimbinglah', 'cahayamu', 'menujumu', 'jadikanlah', 'berdiri', 'tegak', 'penghambaan', 'sejati', 'hadapanmuyaa', 'robblindungi', 'amp', 'selamatkanlah', 'akhlah', 'tercela', 'tipu', 'daya', 'nafsu', 'yg', 'hina', 'amp', 'tercelasmg', 'covid', 'engkau', 'angkat', 'dr', 'negeri']","['yaa', 'allaahbimbinglah', 'cahaya', 'tuju', 'jadi', 'diri', 'tegak', 'hamba', 'sejati', 'hadapanmuyaa', 'robblindungi', 'amp', 'selamat', 'akh', 'cela', 'tipu', 'daya', 'nafsu', 'yg', 'hina', 'amp', 'tercelasmg', 'covid', 'engkau', 'angkat', 'dr', 'negeri']",yaa allaahbimbinglah cahaya tuju jadi diri tegak hamba sejati hadapanmuyaa robblindungi amp selamat akh cela tipu daya nafsu yg hina amp tercelasmg covid engkau angkat dr negeri
Semoga virus covid 19 musnah dr negri ini amin,1.0,-1,semoga virus covid  musnah dr negri ini amin,"['semoga', 'virus', 'covid', 'musnah', 'dr', 'negri', 'ini', 'amin']","['semoga', 'virus', 'covid', 'musnah', 'dr', 'negri', 'amin']","['moga', 'virus', 'covid', 'musnah', 'dr', 'negri', 'amin']",moga virus covid musnah dr negri amin
Upaya pencegahan penyebaran virus Corona atau Covid-19 kembali dilakukan oleh Bandar Udara Internasional Sultan Aji Muhammad Sulaiman (SAMS) Sepinggan Balikpapan.Berita selengkapnya kunjungi,1.0,1,upaya pencegahan penyebaran virus corona atau covid kembali dilakukan oleh bandar udara internasional sultan aji muhammad sulaiman sams sepinggan balikpapanberita selengkapnya kunjungi,"['upaya', 'pencegahan', 'penyebaran', 'virus', 'corona', 'atau', 'covid', 'kembali', 'dilakukan', 'oleh', 'bandar', 'udara', 'internasional', 'sultan', 'aji', 'muhammad', 'sulaiman', 'sams', 'sepinggan', 'balikpapanberita', 'selengkapnya', 'kunjungi']","['upaya', 'pencegahan', 'penyebaran', 'virus', 'corona', 'covid', 'bandar', 'udara', 'internasional', 'sultan', 'aji', 'muhammad', 'sulaiman', 'sams', 'sepinggan', 'balikpapanberita', 'selengkapnya', 'kunjungi']","['upaya', 'cegah', 'sebar', 'virus', 'corona', 'covid', 'bandar', 'udara', 'internasional', 'sultan', 'aji', 'muhammad', 'sulaiman', 'sams', 'pinggan', 'balikpapanberita', 'lengkap', 'kunjung']",upaya cegah sebar virus corona covid bandar udara internasional sultan aji muhammad sulaiman sams pinggan balikpapanberita lengkap kunjung
"Jumat Agung , selmat Ibadah di rumah masing2 tanpa mengurangi maknanya,semoga wabah covid-19 cepat selesai. amin",1.0,-1,jumat agung  selmat ibadah di rumah masing tanpa mengurangi maknanyasemoga wabah covid cepat selesai amin,"['jumat', 'agung', 'selmat', 'ibadah', 'di', 'rumah', 'masing', 'tanpa', 'mengurangi', 'maknanyasemoga', 'wabah', 'covid', 'cepat', 'selesai', 'amin']","['jumat', 'agung', 'selmat', 'ibadah', 'rumah', 'mengurangi', 'maknanyasemoga', 'wabah', 'covid', 'cepat', 'selesai', 'amin']","['jumat', 'agung', 'selmat', 'ibadah', 'rumah', 'kurang', 'maknanyasemoga', 'wabah', 'covid', 'cepat', 'selesai', 'amin']",jumat agung selmat ibadah rumah kurang maknanyasemoga wabah covid cepat selesai amin
Cegah covid-19 beserta jajaran Polsek Kuranji melakukan aksi peduli berupa pembagian masker gratis bagi pengguna jalan kegiatan ini dilakukan di depan Polsek Kuranji.Kamis (9/4) Febriputraguci,1.0,1,cegah covid beserta jajaran polsek kuranji melakukan aksi peduli berupa pembagian masker gratis bagi pengguna jalan kegiatan ini dilakukan di depan polsek kuranjikamis  febriputraguci,"['cegah', 'covid', 'beserta', 'jajaran', 'polsek', 'kuranji', 'melakukan', 'aksi', 'peduli', 'berupa', 'pembagian', 'masker', 'gratis', 'bagi', 'pengguna', 'jalan', 'kegiatan', 'ini', 'dilakukan', 'di', 'depan', 'polsek', 'kuranjikamis', 'febriputraguci']","['cegah', 'covid', 'beserta', 'jajaran', 'polsek', 'kuranji', 'aksi', 'peduli', 'pembagian', 'masker', 'gratis', 'pengguna', 'jalan', 'kegiatan', 'polsek', 'kuranjikamis', 'febriputraguci']","['cegah', 'covid', 'serta', 'jajar', 'polsek', 'ranji', 'aksi', 'peduli', 'bagi', 'masker', 'gratis', 'guna', 'jalan', 'giat', 'polsek', 'kuranjikamis', 'febriputraguci']",cegah covid serta jajar polsek ranji aksi peduli bagi masker gratis guna jalan giat polsek kuranjikamis febriputraguci
"pagi... kenapa ya di daerah sy (cipinang besar selatan) rt 7 rw 6 nya tdk prnh aware dgn warganya. Setiap ada bantuan tidak pernah transparansi & kejadian covid ini jg tidak ada tindakan semprot disinfektan, dbd jg banyak tp tidak ada fogging. Tp uang kas ttp jalan",0.0,-2,pagi kenapa ya di daerah sy cipinang besar selatan rt  rw  nya tdk prnh aware dgn warganya setiap ada bantuan tidak pernah transparansi  kejadian covid ini jg tidak ada tindakan semprot disinfektan dbd jg banyak tp tidak ada fogging tp uang kas ttp jalan,"['pagi', 'kenapa', 'ya', 'di', 'daerah', 'sy', 'cipinang', 'besar', 'selatan', 'rt', 'rw', 'nya', 'tdk', 'prnh', 'aware', 'dgn', 'warganya', 'setiap', 'ada', 'bantuan', 'tidak', 'pernah', 'transparansi', 'kejadian', 'covid', 'ini', 'jg', 'tidak', 'ada', 'tindakan', 'semprot', 'disinfektan', 'dbd', 'jg', 'banyak', 'tp', 'tidak', 'ada', 'fogging', 'tp', 'uang', 'kas', 'ttp', 'jalan']","['pagi', 'ya', 'daerah', 'sy', 'cipinang', 'selatan', 'rt', 'rw', 'nya', 'tdk', 'prnh', 'aware', 'dgn', 'warganya', 'bantuan', 'transparansi', 'kejadian', 'covid', 'jg', 'tindakan', 'semprot', 'disinfektan', 'dbd', 'jg', 'tp', 'fogging', 'tp', 'uang', 'kas', 'ttp', 'jalan']","['pagi', 'ya', 'daerah', 'sy', 'cipinang', 'selatan', 'rt', 'rw', 'nya', 'tdk', 'prnh', 'aware', 'dgn', 'warga', 'bantu', 'transparansi', 'jadi', 'covid', 'jg', 'tindak', 'semprot', 'disinfektan', 'dbd', 'jg', 'tp', 'fogging', 'tp', 'uang', 'kas', 'ttp', 'jalan']",pagi ya daerah sy cipinang selatan rt rw nya tdk prnh aware dgn warga bantu transparansi jadi covid jg tindak semprot disinfektan dbd jg tp fogging tp uang kas ttp jalan
"Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam diProvinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifterjangkit Covid-19. OPM",1.0,-2,kementerian agama provinsi papua barat azis hegemur mengatakan umat islam diprovinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifterjangkit covid opm,"['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'diprovinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifterjangkit', 'covid', 'opm']","['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'umat', 'islam', 'diprovinsi', 'papua', 'barat', 'diimbau', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifterjangkit', 'covid', 'opm']","['menteri', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'umat', 'islam', 'provinsi', 'papua', 'barat', 'imbau', 'tolak', 'makam', 'jenazah', 'pasien', 'positifterjangkit', 'covid', 'opm']",menteri agama provinsi papua barat azis hegemur umat islam provinsi papua barat imbau tolak makam jenazah pasien positifterjangkit covid opm
"Hei guys, gw mau ngajak kalian untuk agar pandemik covid-19 ini lekas hilang. AamiinGimana??Kurangin dah tuh nongki2, halan2, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ",1.0,2,hei guys gw mau ngajak kalian untuk agar pandemik covid ini lekas hilang aamiingimanakurangin dah tuh nongki halan atau segala aktivitas diluar ruangan yuk belajar utbk aja tau sendirikan pesaing lo tuh buanyak banget yok ,"['hei', 'guys', 'gw', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'ini', 'lekas', 'hilang', 'aamiingimanakurangin', 'dah', 'tuh', 'nongki', 'halan', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'yuk', 'belajar', 'utbk', 'aja', 'tau', 'sendirikan', 'pesaing', 'lo', 'tuh', 'buanyak', 'banget', 'yok']","['hei', 'guys', 'gw', 'ngajak', 'pandemik', 'covid', 'lekas', 'hilang', 'aamiingimanakurangin', 'dah', 'tuh', 'nongki', 'halan', 'aktivitas', 'diluar', 'ruangan', 'yuk', 'belajar', 'utbk', 'aja', 'tau', 'sendirikan', 'pesaing', 'lo', 'tuh', 'buanyak', 'banget', 'yok']","['hei', 'guys', 'gw', 'ngajak', 'pandemik', 'covid', 'lekas', 'hilang', 'aamiingimanakurangin', 'dah', 'tuh', 'nongki', 'hal', 'aktivitas', 'luar', 'ruang', 'yuk', 'ajar', 'utbk', 'aja', 'tau', 'sendiri', 'saing', 'lo', 'tuh', 'buanyak', 'banget', 'yok']",hei guys gw ngajak pandemik covid lekas hilang aamiingimanakurangin dah tuh nongki hal aktivitas luar ruang yuk ajar utbk aja tau sendiri saing lo tuh buanyak banget yok
JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid-19  ,1.0,-1,jangan ada dusta diantara kita kisah pilu dokter menangani pasien yang ternyata positif covid  ,"['jangan', 'ada', 'dusta', 'diantara', 'kita', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid']","['dusta', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'positif', 'covid']","['dusta', 'kisah', 'pilu', 'dokter', 'tangan', 'pasien', 'positif', 'covid']",dusta kisah pilu dokter tangan pasien positif covid
Saya kuatir test Covid-19 belum menyeluruhTau2 nanti ada korban tergeletak mati suspek coronaNgeri,-1.0,1,saya kuatir test covid belum menyeluruhtau nanti ada korban tergeletak mati suspek coronangeri,"['saya', 'kuatir', 'test', 'covid', 'belum', 'menyeluruhtau', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'coronangeri']","['kuatir', 'test', 'covid', 'menyeluruhtau', 'korban', 'tergeletak', 'mati', 'suspek', 'coronangeri']","['kuatir', 'test', 'covid', 'menyeluruhtau', 'korban', 'geletak', 'mati', 'suspek', 'coronangeri']",kuatir test covid menyeluruhtau korban geletak mati suspek coronangeri
Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah,0.0,-1,ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah,"['ada', 'yang', 'kek', 'gue', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah']","['kek', 'gue', 'saking', 'fokus', 'berita', 'covid', 'kerja', 'padahalan', 'tanggal', 'merah']","['kek', 'gue', 'saking', 'fokus', 'berita', 'covid', 'kerja', 'padahal', 'tanggal', 'merah']",kek gue saking fokus berita covid kerja padahal tanggal merah
"Berat Mbah, terlalu banyak kemungkinan: Sedang haid gak ndang mampet Jualan online gak payu-payu Lagi horny sing lanang mumet covid Sudah masak enak dapat berkatan yg lebih enak Sariawan Loro untu Keputihan Murus ilate kecakot Bengese anyar Masker kerlisut Dst...",0.0,1,berat mbah terlalu banyak kemungkinan sedang haid gak ndang mampet jualan online gak payupayu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst,"['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payupayu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst']","['berat', 'mbah', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payupayu', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'masak', 'enak', 'berkatan', 'yg', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst']","['berat', 'mbah', 'haid', 'gak', 'ndang', 'mampet', 'jual', 'online', 'gak', 'payupayu', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'masak', 'enak', 'berkat', 'yg', 'enak', 'sariawan', 'loro', 'untu', 'putih', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst']",berat mbah haid gak ndang mampet jual online gak payupayu horny sing lanang mumet covid masak enak berkat yg enak sariawan loro untu putih murus ilate kecakot bengese anyar masker kerlisut dst
Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.SHARING IS,0.0,1,amalkan langkahlangkah pencegahan penularan covid sebagai amalan dalam kehidupan seharian kitasharing is,"['amalkan', 'langkahlangkah', 'pencegahan', 'penularan', 'covid', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kitasharing', 'is']","['amalkan', 'langkahlangkah', 'pencegahan', 'penularan', 'covid', 'amalan', 'kehidupan', 'seharian', 'kitasharing', 'is']","['amal', 'langkahlangkah', 'cegah', 'tular', 'covid', 'amal', 'hidup', 'hari', 'kitasharing', 'is']",amal langkahlangkah cegah tular covid amal hidup hari kitasharing is
